ID,MainType,Responsibility,Date,Y,X
1170,Terrorists,Hezbollah,5/7/2024,33.2995672,35.7015544
1171,Terrorists,Hezbollah,5/7/2024,33.1950869,35.5443478
1172,Terrorists,Hezbollah,5/7/2024,33.2772985,35.5786948
1173,Terrorists,Hezbollah,5/7/2024,33.082363,35.3240901
1174,Terrorists,Hezbollah,5/7/2024,33.0963788,35.548328
1175,Terrorists,Hezbollah,5/7/2024,33.0962125,35.5480142
1176,Terrorists,Hezbollah,5/7/2024,33.0858208,35.3147934
1177,Terrorists,Hezbollah,5/7/2024,33.128621,35.5518269
1178,Terrorists,Hezbollah,5/7/2024,33.2774633,35.6859222
1179,Israel,IDF,5/6/2024,33.45999,35.5361
1180,Israel,IDF,5/6/2024,33.92154,36.07949
1181,Israel,IDF,5/6/2024,33.34781,35.74985
1182,Israel,IDF,5/6/2024,33.10387,35.18053
1183,Israel,IDF,5/6/2024,33.45698,35.55185
1184,Terrorists,Hezbollah,5/6/2024,33.0656664,35.43139
1185,Terrorists,Hezbollah,5/6/2024,33.2772275,35.5780731
1186,Terrorists,Hezbollah,5/6/2024,33.0543406,35.7356002
1187,Israel,IDF,5/5/2024,33.10867,35.21588
1188,Israel,IDF,5/5/2024,33.16791,35.52038
1189,Israel,IDF,5/5/2024,33.10862,35.3107
1190,Israel,IDF,5/5/2024,33.10886,35.27529
1191,Israel,IDF,5/5/2024,33.11441,35.29062
1192,Israel,IDF,5/5/2024,33.09846,35.33174
1193,Israel,IDF,5/5/2024,33.2552,35.53984
1194,Israel,IDF,5/5/2024,33.23357,35.51609
1195,Israel,IDF,5/5/2024,33.27918,35.55302
1196,Israel,IDF,5/5/2024,33.33024,35.61232
1197,Israel,IDF,5/5/2024,33.34842,35.74856
1198,Israel,IDF,5/5/2024,33.11759,35.13896
1199,Israel,IDF,5/5/2024,33.30929,35.6678
1200,Terrorists,Hezbollah,5/5/2024,33.3002656,35.7008876
1201,Terrorists,Hezbollah,5/5/2024,33.0917248,35.466309
1202,Terrorists,Hezbollah,5/5/2024,33.2423999,35.5737232
1203,Terrorists,Hezbollah,5/5/2024,33.2469378,35.5968422
1204,Terrorists,Hezbollah,5/5/2024,33.2078466,35.5689204
1205,Terrorists,Hezbollah,5/5/2024,33.0983871,35.509875
1206,Terrorists,Hezbollah,5/5/2024,33.2163278,35.5445701
1207,Terrorists,Hezbollah,5/5/2024,33.1044241,35.3171198
1208,Terrorists,Hezbollah,5/5/2024,33.0861264,35.3147719
1209,Terrorists,Hezbollah,5/5/2024,33.2117446,35.6951105
1210,Israel,IDF,5/4/2024,33.12854,35.21675
1211,Israel,IDF,5/4/2024,33.1181,35.13818
1212,Israel,IDF,5/4/2024,33.1086,35.21391
1213,Israel,IDF,5/4/2024,33.10848,35.27458
1214,Israel,IDF,5/4/2024,33.11003,35.38084
1215,Israel,IDF,5/4/2024,33.27821,35.55469
1216,Terrorists,Hezbollah,5/4/2024,33.1406863,35.5327602
1217,Terrorists,Hezbollah,5/4/2024,33.2773939,35.5780562
1218,Terrorists,Hezbollah,5/4/2024,33.0822645,35.3245769
1219,Terrorists,Hezbollah,5/4/2024,33.2643539,35.6461829
1220,Israel,IDF,5/3/2024,33.12099,35.43188
1221,Israel,IDF,5/3/2024,33.11637,35.46691
1222,Israel,IDF,5/3/2024,33.10923,35.44586
1223,Israel,IDF,5/3/2024,33.23337,35.51627
1224,Israel,IDF,5/3/2024,33.27982,35.55311
1225,Israel,IDF,5/3/2024,33.10486,35.18064
1226,Terrorists,Hezbollah,5/3/2024,33.3182131,35.7113556
1227,Israel,IDF,5/2/2024,33.23186,35.52034
1228,Israel,IDF,5/2/2024,33.34609,35.74925
1229,Terrorists,Hezbollah,5/2/2024,33.3001947,35.7021039
1230,Terrorists,Hezbollah,5/2/2024,33.060006,35.3387539
1231,Terrorists,Hezbollah,5/2/2024,33.2774521,35.687139
1232,Israel,IDF,5/1/2024,33.25488,35.54139
1233,Israel,IDF,5/1/2024,33.17081,35.5251
1234,Israel,IDF,5/1/2024,33.12602,35.21993
1235,Israel,IDF,5/1/2024,33.13875,35.51589
1236,Israel,IDF,5/1/2024,33.33117,35.61683
1237,Israel,IDF,5/1/2024,33.27745,35.55083
1238,Israel,IDF,5/1/2024,33.10923,35.27793
1239,Israel,IDF,5/1/2024,33.09836,35.33923
1240,Terrorists,Hezbollah,5/1/2024,33.0598706,35.3393111
1241,Terrorists,Hezbollah,5/1/2024,33.2767786,35.5783875
1242,Terrorists,Hezbollah,5/1/2024,33.3187683,35.7126377
1243,Terrorists,Hezbollah,5/1/2024,33.0859197,35.3155873
1244,Israel,IDF,4/30/2024,33.33099,35.61559
1245,Israel,IDF,4/30/2024,33.2781,35.55675
1246,Terrorists,Hezbollah,4/30/2024,33.0914372,35.4662339
1247,Terrorists,Hezbollah,4/30/2024,33.0574597,35.3997127
1248,Terrorists,Hezbollah,4/30/2024,33.091604,35.1396199
1249,Terrorists,Hezbollah,4/30/2024,33.2769939,35.5786021
1250,Terrorists,Hezbollah,4/30/2024,33.2772271,35.5787738
1251,Terrorists,Hezbollah,4/30/2024,33.2768145,35.5790742
1252,Terrorists,Hezbollah,4/30/2024,33.0963339,35.5488066
1253,Terrorists,Hezbollah,4/30/2024,33.2643898,35.6477278
1254,Israel,IDF,4/29/2024,33.50258,35.84086
1255,Israel,IDF,4/29/2024,33.32801,35.61541
1256,Israel,IDF,4/29/2024,33.35035,35.75058
1257,Israel,IDF,4/29/2024,33.09982,35.33354
1258,Israel,IDF,4/29/2024,33.11531,35.29229
1259,Israel,IDF,4/29/2024,33.32945,35.61639
1260,Israel,IDF,4/29/2024,33.09723,35.33667
1261,Israel,IDF,4/29/2024,33.10821,35.2775
1262,Israel,IDF,4/29/2024,33.12735,35.22259
1263,Israel,IDF,4/29/2024,33.12278,35.23619
1264,Terrorists,Hezbollah,4/29/2024,33.083882,35.2606075
1265,Terrorists,Hezbollah,4/29/2024,33.2774065,35.5786879
1266,Terrorists,Hezbollah,4/29/2024,33.3185762,35.712232
1267,Israel,IDF,4/28/2024,33.1054,35.23069
1268,Israel,IDF,4/28/2024,33.09971,35.34084
1269,Israel,IDF,4/28/2024,33.12774,35.22228
1270,Israel,IDF,4/28/2024,33.10847,35.44822
1271,Terrorists,Hezbollah,4/28/2024,33.299523,35.702008
1272,Terrorists,Hezbollah,4/28/2024,33.1657636,35.5478883
1273,Terrorists,Hezbollah,4/28/2024,33.3190202,35.7116895
1274,Terrorists,Hezbollah,4/28/2024,33.0867762,35.3161831
1275,Israel,IDF,4/27/2024,33.10579,35.17667
1276,Israel,IDF,4/27/2024,33.35043,35.75118
1277,Israel,IDF,4/27/2024,33.11654,35.34368
1278,Israel,IDF,4/27/2024,33.32782,35.69228
1279,Israel,IDF,4/27/2024,33.15366,35.35907
1280,Israel,IDF,4/27/2024,33.2334,35.51798
1281,Terrorists,Hezbollah,4/27/2024,33.3004623,35.7018348
1282,Terrorists,Hezbollah,4/27/2024,33.1956269,35.5437405
1283,Terrorists,Hezbollah,4/27/2024,32.9980987,35.4130022
1284,Terrorists,Hezbollah,4/27/2024,33.0821625,35.2749389
1285,Israel,IDF,4/26/2024,33.34849,35.7504
1286,Israel,IDF,4/26/2024,33.10992,35.23504
1287,Israel,IDF,4/26/2024,33.10483,35.22397
1288,Israel,IDF,4/26/2024,33.12735,35.21866
1289,Israel,IDF,4/26/2024,33.0963,35.33534
1290,Israel,IDF,4/26/2024,33.44449,35.56716
1291,Israel,IDF,4/26/2024,33.2791,35.55546
1292,Israel,IDF,4/26/2024,33.50186,35.64289
1293,Israel,IDF,4/26/2024,33.32816,35.69344
1294,Israel,IDF,4/26/2024,33.4693,35.6407
1295,Terrorists,Hezbollah,4/26/2024,33.2913597,35.7643298
1296,Terrorists,Hezbollah,4/26/2024,33.2856736,35.689627
1297,Israel,IDF,4/25/2024,33.1059,35.18551
1298,Israel,IDF,4/25/2024,33.32831,35.69274
1299,Israel,IDF,4/25/2024,33.3295,35.69159
1300,Israel,IDF,4/25/2024,33.23434,35.51322
1301,Terrorists,Hezbollah,4/25/2024,33.0986826,35.5101635
1302,Terrorists,Hezbollah,4/25/2024,33.2161483,35.544377
1303,Terrorists,Hezbollah,4/25/2024,33.3186313,35.7132445
1304,Terrorists,Hezbollah,4/25/2024,33.2767174,35.6867914
1305,Israel,IDF,4/24/2024,33.10847,35.44822
1306,Israel,IDF,4/24/2024,33.23421,35.5151
1307,Israel,IDF,4/24/2024,33.32872,35.6926
1308,Israel,IDF,4/24/2024,33.12695,35.25574
1309,Israel,IDF,4/24/2024,33.09903,35.33556
1310,Israel,IDF,4/24/2024,33.12935,35.21973
1311,Israel,IDF,4/24/2024,33.10804,35.27591
1312,Israel,IDF,4/24/2024,33.23557,35.51854
1313,Israel,IDF,4/24/2024,33.10482,35.18259
1314,Israel,IDF,4/24/2024,33.09994,35.33301
1315,Terrorists,Hezbollah,4/24/2024,33.0914304,35.467339
1316,Terrorists,Hezbollah,4/24/2024,33.0658941,35.3229575
1317,Terrorists,Hezbollah,4/24/2024,33.0822566,35.3240948
1318,Terrorists,Hezbollah,4/24/2024,33.3178736,35.7126284
1319,Terrorists,Hezbollah,4/24/2024,33.0820264,35.28121
1320,Israel,IDF,4/23/2024,33.23086,35.51734
1321,Israel,IDF,4/23/2024,33.14025,35.51994
1322,Israel,IDF,4/23/2024,33.10153,35.33168
1323,Israel,IDF,4/23/2024,33.07978,35.42019
1324,Israel,IDF,4/23/2024,33.28256,35.37622
1325,Israel,IDF,4/23/2024,33.11004591,35.38056486
1326,Terrorists,Hezbollah,4/23/2024,33.1628836,35.5380257
1327,Terrorists,Hezbollah,4/23/2024,33.0536635,35.3237567
1328,Terrorists,Hezbollah,4/23/2024,33.1952305,35.5428672
1329,Terrorists,Hezbollah,4/23/2024,33.2163098,35.5439907
1330,Terrorists,Hezbollah,4/23/2024,33.2264914,35.5492645
1331,Terrorists,Hezbollah,4/23/2024,33.3190149,35.712318
1332,Terrorists,Hezbollah,4/23/2024,32.9560971,35.0972911
1333,Terrorists,Hezbollah,4/23/2024,33.263098,35.6464833
1334,Israel,IDF,4/22/2024,33.25624,35.53898
1335,Israel,IDF,4/22/2024,33.2827,35.37766
1336,Terrorists,Hezbollah,4/22/2024,33.300157,35.7007451
1337,Terrorists,Hezbollah,4/22/2024,33.1069389,35.22213
1338,Terrorists,Hezbollah,4/22/2024,33.0876102,35.1735664
1339,Terrorists,Hezbollah,4/22/2024,33.2726606,35.6241798
1340,Terrorists,Hezbollah,4/22/2024,32.9960803,35.4853905
1341,Terrorists,Hamas,4/21/2024,33.08230467,35.2821111
1342,Israel,IDF,4/21/2024,33.32972,35.61406
1343,Israel,IDF,4/21/2024,33.0993,35.33195
1344,Israel,IDF,4/21/2024,33.2809,35.5534
1345,Israel,IDF,4/21/2024,33.43945,35.60471
1346,Israel,IDF,4/21/2024,33.12016,35.1419
1347,Israel,IDF,4/21/2024,33.15172,35.22748
1348,Israel,IDF,4/21/2024,33.25348,35.54216
1349,Israel,IDF,4/21/2024,33.12758,35.22006
1350,Terrorists,Hezbollah,4/21/2024,33.40969141,35.55978148
1351,Terrorists,Hezbollah,4/21/2024,33.1629226,35.5382628
1352,Terrorists,Hezbollah,4/21/2024,33.0889425,35.1396164
1353,Terrorists,Hezbollah,4/21/2024,33.0582873,35.4013691
1354,Terrorists,Hezbollah,4/21/2024,33.0990223,35.5106856
1355,Terrorists,Hezbollah,4/21/2024,33.2766603,35.5775184
1356,Terrorists,Hezbollah,4/21/2024,33.0824709,35.2798414
1357,Terrorists,Hezbollah,4/21/2024,33.2497415,35.5496286
1358,Israel,IDF,4/20/2024,33.27882,35.55984
1359,Israel,IDF,4/20/2024,33.09907,35.335
1360,Israel,IDF,4/20/2024,33.12247,35.23541
1361,Terrorists,Hezbollah,4/20/2024,33.07522,35.2947863
1362,Terrorists,Hezbollah,4/20/2024,33.0655936,35.4316209
1363,Terrorists,Hezbollah,4/20/2024,33.087736,35.1730515
1364,Terrorists,Hezbollah,4/20/2024,33.0321169,35.3707267
1365,Terrorists,Hezbollah,4/20/2024,33.2775526,35.5779736
1366,Terrorists,Hezbollah,4/20/2024,33.0656594,35.3231651
1367,Terrorists,Hezbollah,4/20/2024,33.0818589,35.3244434
1368,Terrorists,Hezbollah,4/20/2024,33.3184473,35.7116682
1369,Terrorists,Hezbollah,4/20/2024,33.0730825,35.1453861
1370,Israel,IDF,4/19/2024,33.17839,35.20786
1371,Israel,IDF,4/19/2024,33.11759,35.46995
1372,Israel,IDF,4/19/2024,33.09525,35.33372
1373,Terrorists,Hezbollah,4/19/2024,33.1410736,35.5331738
1374,Terrorists,Hezbollah,4/19/2024,33.1409115,35.5328669
1375,Terrorists,Hezbollah,4/19/2024,33.2771553,35.576864
1376,Terrorists,Hezbollah,4/19/2024,33.0821685,35.3243456
1377,Terrorists,Hezbollah,4/19/2024,33.3182541,35.7116871
1378,Terrorists,Hezbollah,4/19/2024,33.2643539,35.6461829
1379,Israel,IDF,4/18/2024,33.27717,35.55525
1380,Israel,IDF,4/18/2024,33.32841,35.61466
1381,Israel,IDF,4/18/2024,33.13803,35.51791
1382,Terrorists,Hezbollah,4/18/2024,33.2236156,35.6008312
1383,Terrorists,Hezbollah,4/18/2024,33.087772,35.1732338
1384,Terrorists,Hezbollah,4/18/2024,33.0878978,35.1730193
1385,Terrorists,Hezbollah,4/18/2024,33.0981767,35.510184
1386,Terrorists,Hezbollah,4/18/2024,33.1953438,35.5435211
1387,Terrorists,Hezbollah,4/18/2024,33.2325808,35.5473274
1388,Terrorists,Hezbollah,4/18/2024,33.2777832,35.5779476
1389,Terrorists,Hezbollah,4/18/2024,33.3183335,35.7124908
1390,Terrorists,Hezbollah,4/18/2024,33.2262148,35.5491484
1391,Terrorists,Hezbollah,4/18/2024,33.2776012,35.6869215
1392,Israel,IDF,4/17/2024,33.15359,35.3301
1393,Israel,IDF,4/17/2024,33.17773,35.20667
1394,Israel,IDF,4/17/2024,33.32726,35.61368
1395,Israel,IDF,4/17/2024,33.10277,35.18023
1396,Israel,IDF,4/17/2024,34.00446,36.21147
1397,Israel,IDF,4/17/2024,33.10797,35.2314
1398,Israel,IDF,4/17/2024,33.11757,35.14333
1399,Israel,IDF,4/17/2024,33.09702,35.33753
1400,Terrorists,Hezbollah,4/17/2024,33.0888001,35.228705
1401,Terrorists,Hezbollah,4/17/2024,33.0593049,35.3428871
1402,Terrorists,Hezbollah,4/17/2024,33.2778729,35.5782802
1403,Terrorists,Hezbollah,4/17/2024,32.9978379,35.4121974
1404,Terrorists,Hezbollah,4/17/2024,33.1043321,35.3169699
1405,Terrorists,Hezbollah,4/17/2024,33.2856025,35.689664
1406,Terrorists,Hezbollah,4/17/2024,33.0504992,35.339891
1407,Terrorists,Hezbollah,4/17/2024,33.2777074,35.6860764
1408,Israel,IDF,4/16/2024,33.11096,35.40219
1409,Israel,IDF,4/16/2024,33.0787,35.424
1410,Israel,IDF,4/16/2024,33.10994,35.38252
1411,Israel,IDF,4/16/2024,33.233,35.27034
1412,Israel,IDF,4/16/2024,33.1031,35.18444
1413,Israel,IDF,4/16/2024,33.23961,35.39768
1414,Terrorists,Hezbollah,4/16/2024,33.166142,35.5473966
1415,Terrorists,Hezbollah,4/16/2024,33.3004802,35.7020815
1416,Terrorists,Hezbollah,4/16/2024,33.224002,35.6016835
1417,Terrorists,Hezbollah,4/16/2024,33.2236968,35.6000527
1418,Terrorists,Hezbollah,4/16/2024,33.2220802,35.5782337
1419,Terrorists,Hezbollah,4/16/2024,32.9991059,35.4120242
1420,Terrorists,Hezbollah,4/16/2024,33.2776016,35.6866855
1421,Terrorists,Hezbollah,4/16/2024,32.9824346,35.2412101
1422,Israel,IDF,4/15/2024,33.0975,35.15314
1423,Israel,IDF,4/15/2024,33.09407,35.33119
1424,Israel,IDF,4/15/2024,33.34698,35.74923
1425,Israel,IDF,4/15/2024,33.11372,35.29139
1426,Israel,IDF,4/15/2024,33.78298,35.9124
1427,Israel,IDF,4/15/2024,33.23172,35.5194
1428,Israel,IDF,4/15/2024,33.15051,35.22621
1429,Israel,IDF,4/15/2024,33.1902,35.31154
1430,Israel,IDF,4/15/2024,33.10824,35.21603
1431,Israel,IDF,4/15/2024,33.0984,35.14498
1432,Israel,IDF,4/15/2024,33.09497,35.33123
1433,Israel,IDF,4/15/2024,33.12613,35.2196
1434,Israel,IDF,4/15/2024,33.16855,35.52265
1435,Terrorists,Hezbollah,4/15/2024,33.0954273,35.256388
1436,Terrorists,Hezbollah,4/15/2024,33.0874484,35.1734806
1437,Terrorists,Hezbollah,4/15/2024,33.0428862,35.3610288
1438,Terrorists,Hezbollah,4/15/2024,33.3184416,35.7127477
1439,Terrorists,Hezbollah,4/15/2024,33.2650942,35.6476961
1440,Terrorists,Hezbollah,4/15/2024,33.2640895,35.6494127
1441,Terrorists,Hezbollah,4/15/2024,33.0981522,35.178857
1442,Israel,IDF,4/14/2024,33.23265,35.43753
1443,Israel,IDF,4/14/2024,33.09679,35.33296
1444,Israel,IDF,4/14/2024,33.10755,35.21421
1445,Israel,IDF,4/14/2024,33.10757,35.442
1446,Israel,IDF,4/14/2024,33.23178,35.51692
1447,Israel,IDF,4/14/2024,33.2781,35.55049
1448,Terrorists,Hezbollah,4/14/2024,33.1639269,35.7152652
1449,Terrorists,Hezbollah,4/14/2024,33.1715745,35.7167653
1450,Israel,IDF,4/13/2024,33.13379,35.33343
1451,Israel,IDF,4/13/2024,33.40528,35.5942
1452,Israel,IDF,4/13/2024,33.51361,35.44659
1453,Israel,IDF,4/13/2024,33.16272,35.35667
1454,Israel,IDF,4/13/2024,33.07968,35.36685
1455,Israel,IDF,4/13/2024,33.48594,35.51802
1456,Israel,IDF,4/13/2024,33.10456,35.23375
1457,Israel,IDF,4/13/2024,33.12606,35.221
1458,Israel,IDF,4/13/2024,33.10234,35.18195
1459,Israel,IDF,4/13/2024,33.20778,35.51244
1460,Israel,IDF,4/13/2024,33.44438,35.56859
1461,Israel,IDF,4/13/2024,33.87248,36.11199
1462,Israel,IDF,4/13/2024,33.32935,35.60849
1463,Israel,IDF,4/13/2024,33.27882,35.55115
1464,Israel,IDF,4/13/2024,33.25351,35.54306
1465,Israel,IDF,4/13/2024,33.27666,35.52215
1466,Terrorists,Hezbollah,4/13/2024,33.0595717,35.3401801
1467,Terrorists,Hezbollah,4/13/2024,33.0750402,35.2954193
1468,Terrorists,Hezbollah,4/13/2024,33.0877894,35.1741131
1469,Terrorists,Hezbollah,4/13/2024,33.0874388,35.1738663
1470,Terrorists,Hezbollah,4/13/2024,33.0747512,35.255085
1471,Terrorists,Hezbollah,4/13/2024,33.08252,35.3243024
1472,Terrorists,Hezbollah,4/13/2024,33.3185821,35.7118257
1473,Terrorists,Hezbollah,4/13/2024,33.0856949,35.3157268
1474,Terrorists,Hezbollah,4/13/2024,33.1755097,35.5953529
1475,Israel,IDF,4/12/2024,33.09655,35.33479
1476,Israel,IDF,4/12/2024,33.27705,35.51976
1477,Terrorists,Hezbollah,4/12/2024,33.232601,35.547661
1478,Terrorists,Hezbollah,4/12/2024,33.30038,35.7009957
1479,Terrorists,Hezbollah,4/12/2024,33.2497653,35.5494779
1480,Terrorists,Hezbollah,4/12/2024,33.0959219,35.5492313
1481,Terrorists,Hezbollah,4/12/2024,33.3177435,35.7129075
1482,Terrorists,Hezbollah,4/12/2024,33.2121523,35.6951906
1483,Israel,IDF,4/11/2024,33.1257,35.21784
1484,Israel,IDF,4/11/2024,33.12789,35.21306
1485,Israel,IDF,4/11/2024,33.10508,35.22592
1486,Israel,IDF,4/11/2024,33.10724,35.23054
1487,Israel,IDF,4/11/2024,33.16856,35.51999
1488,Israel,IDF,4/11/2024,33.32837,35.61078
1489,Terrorists,Hezbollah,4/11/2024,33.299936,35.702338
1490,Terrorists,Hezbollah,4/11/2024,33.1408207,35.5324493
1491,Terrorists,Hezbollah,4/11/2024,33.2856898,35.6899482
1492,Israel,IDF,4/10/2024,33.3302,35.614
1493,Israel,IDF,4/10/2024,33.11778,35.1427
1494,Israel,IDF,4/10/2024,33.09653,35.33545
1495,Terrorists,Hezbollah,4/10/2024,33.3005461,35.7015165
1496,Terrorists,Hezbollah,4/10/2024,33.27761,35.6872816
1497,Israel,IDF,4/9/2024,32.95762,36.21689
1498,Israel,IDF,4/9/2024,33.12759,35.21512
1499,Israel,IDF,4/9/2024,33.10444,35.22472
1500,Israel,IDF,4/9/2024,33.27806,35.55371
1501,Terrorists,Hezbollah,4/9/2024,33.1658544,35.5470168
1502,Terrorists,Hezbollah,4/9/2024,33.1627423,35.5387147
1503,Terrorists,Hezbollah,4/9/2024,33.1624639,35.5379583
1504,Terrorists,Hezbollah,4/9/2024,33.0582042,35.4006625
1505,Terrorists,Hezbollah,4/9/2024,33.091888,35.1411651
1506,Terrorists,Hezbollah,4/9/2024,33.3192661,35.7118581
1507,Terrorists,Hezbollah,4/9/2024,33.2649998,35.6492299
1508,Terrorists,Hezbollah,4/9/2024,33.2767414,35.6876172
1509,Israel,IDF,4/8/2024,33.32801,35.6135
1510,Israel,IDF,4/8/2024,33.20507,35.40657
1511,Israel,IDF,4/8/2024,33.25373,35.54031
1512,Israel,IDF,4/8/2024,33.32796,35.69154
1513,Israel,IDF,4/8/2024,33.27939,35.551
1514,Terrorists,Hezbollah,4/8/2024,33.2774567,35.6865705
1515,Terrorists,Hezbollah,4/8/2024,33.319014,35.7118605
1516,Terrorists,Hezbollah,4/8/2024,33.2265635,35.5503512
1517,Terrorists,Hezbollah,4/8/2024,33.086344,35.1129488
1518,Terrorists,Hezbollah,4/8/2024,33.0645531,35.431758
1519,Terrorists,Hezbollah,4/8/2024,33.087043,35.177273
1520,Israel,IDF,4/7/2024,33.0802,35.41771
1521,Israel,IDF,4/7/2024,33.16913,35.51633
1522,Israel,IDF,4/7/2024,33.39244,35.64617
1523,Israel,IDF,4/7/2024,33.27878,35.5562
1524,Israel,IDF,4/7/2024,33.32966,35.61558
1525,Israel,IDF,4/7/2024,33.29345,35.29707
1526,Terrorists,Hezbollah,4/7/2024,33.1706551,35.7169479
1527,Terrorists,Hezbollah,4/7/2024,33.1962899,35.5434251
1528,Terrorists,Hezbollah,4/7/2024,33.299957,35.701047
1529,Terrorists,Hezbollah,4/7/2024,33.2775463,35.6870855
1530,Israel,IDF,4/6/2024,33.23313,35.4367
1531,Israel,IDF,4/6/2024,33.10637,35.17942
1532,Israel,IDF,4/6/2024,34.00423,36.21063
1533,Israel,IDF,4/6/2024,33.15402,35.33007
1534,Israel,IDF,4/6/2024,33.12652,35.22075
1535,Israel,IDF,4/6/2024,33.09673,35.3389
1536,Israel,IDF,4/6/2024,33.33136,35.52602
1537,Israel,IDF,4/6/2024,33.25423,35.53997
1538,Israel,IDF,4/6/2024,33.0962,35.33364
1539,Israel,IDF,4/6/2024,33.16913,35.51633
1540,Terrorists,Hezbollah,4/6/2024,33.162103,35.5379932
1541,Terrorists,Hezbollah,4/6/2024,33.2112856,35.6952426
1542,Terrorists,Hezbollah,4/6/2024,33.3189844,35.711984
1543,Terrorists,Hezbollah,4/6/2024,33.2773401,35.6876684
1544,Terrorists,Hezbollah,4/6/2024,33.1044186,35.3168284
1545,Terrorists,Hezbollah,4/6/2024,33.0986009,35.5099332
1546,Terrorists,Hezbollah,4/6/2024,33.0832476,35.1394808
1547,Terrorists,Hezbollah,4/6/2024,33.0859556,35.3159414
1548,Terrorists,Hezbollah,4/6/2024,33.0825675,35.2801062
1549,Terrorists,Hezbollah,4/6/2024,33.0987309,35.2218039
1550,Israel,IDF,4/5/2024,33.09601,35.33144
1551,Israel,IDF,4/5/2024,33.12665,35.21637
1552,Israel,IDF,4/5/2024,33.27837,35.55342
1553,Israel,IDF,4/5/2024,33.16713,35.52092
1554,Israel,IDF,4/5/2024,33.138,35.52011
1555,Israel,IDF,4/5/2024,33.16508,35.26877
1556,Israel,IDF,4/5/2024,33.35068,35.7498
1557,Israel,IDF,4/5/2024,33.344,35.67846
1558,Israel,IDF,4/5/2024,33.10572,35.23096
1559,Israel,IDF,4/5/2024,33.35797,35.58824
1560,Terrorists,Hezbollah,4/5/2024,33.2753973,35.5772932
1561,Terrorists,Hezbollah,4/5/2024,33.1953383,35.5437684
1562,Terrorists,Hezbollah,4/5/2024,33.2999684,35.7015346
1563,Terrorists,Hezbollah,4/5/2024,33.0981444,35.5104114
1564,Terrorists,Hezbollah,4/5/2024,33.1025087,35.2899266
1565,Terrorists,Hezbollah,4/5/2024,33.0804945,35.2125583
1566,Terrorists,Hezbollah,4/5/2024,33.0649563,35.4321282
1567,Israel,IDF,4/4/2024,33.07937,35.42405
1568,Israel,IDF,4/4/2024,33.10851,35.44762
1569,Israel,IDF,4/4/2024,33.27717,35.55273
1570,Israel,IDF,4/4/2024,33.12884,35.43476
1571,Israel,IDF,4/4/2024,33.33061,35.61311
1572,Terrorists,Hezbollah,4/4/2024,33.1404459,35.5338022
1573,Terrorists,Hezbollah,4/4/2024,33.3191996,35.711549
1574,Terrorists,Hezbollah,4/4/2024,33.2668804,35.661278
1575,Terrorists,Hezbollah,4/4/2024,33.0589781,35.1113659
1576,Terrorists,Hezbollah,4/4/2024,33.0915866,35.1392822
1577,Israel,IDF,4/3/2024,33.34306,35.67783
1578,Israel,IDF,4/3/2024,33.09709,35.33238
1579,Israel,IDF,4/3/2024,33.13845,35.51361
1580,Israel,IDF,4/3/2024,33.12892,35.43614
1581,Terrorists,Hezbollah,4/3/2024,33.3190697,35.7121527
1582,Terrorists,Hezbollah,4/3/2024,33.2324774,35.5467076
1583,Terrorists,Hezbollah,4/3/2024,33.2777653,35.5774648
1584,Terrorists,Hezbollah,4/3/2024,33.0818065,35.3249915
1585,Terrorists,Hezbollah,4/3/2024,33.08633324,35.31574681
1586,Terrorists,Hezbollah,4/3/2024,33.0577145,35.3414855
1587,Israel,IDF,4/2/2024,33.0803,35.36779
1588,Israel,IDF,4/2/2024,33.26287,35.61892
1589,Israel,IDF,4/2/2024,33.12362,35.16468
1590,Terrorists,Hezbollah,4/2/2024,33.3006557,35.7013604
1591,Terrorists,Hezbollah,4/2/2024,33.318776,35.712373
1592,Terrorists,Hezbollah,4/2/2024,33.2264458,35.5505546
1593,Terrorists,Hezbollah,4/2/2024,33.0986477,35.5094458
1594,Terrorists,Hezbollah,4/2/2024,33.0990073,35.5104329
1595,Terrorists,Hezbollah,4/2/2024,33.0402815,35.1103423
1596,Israel,IDF,4/1/2024,33.50410251,36.25929409
1597,Israel,IDF,4/1/2024,33.128,35.35028
1598,Israel,IDF,4/1/2024,33.09464,35.33547
1599,Israel,IDF,4/1/2024,33.11023,35.38241
1600,Israel,IDF,4/1/2024,33.35419,35.66673
1601,Terrorists,Hezbollah,4/1/2024,33.1659709,35.5470661
1602,Terrorists,Hezbollah,4/1/2024,33.3185643,35.7112073
1603,Terrorists,Hezbollah,4/1/2024,33.3188736,35.7114541
1604,Terrorists,Hezbollah,4/1/2024,33.0586005,35.1124602
1605,Israel,IDF,3/31/2024,33.14836,35.43843
1606,Israel,IDF,3/31/2024,33.20715,35.5144
1607,Israel,IDF,3/31/2024,33.24901,35.52024
1608,Israel,IDF,3/31/2024,33.3288,35.61034
1609,Israel,IDF,3/31/2024,33.16939,35.51692
1610,Israel,IDF,3/31/2024,33.13925,35.51332
1611,Israel,IDF,3/31/2024,33.12175,35.23684
1612,Israel,IDF,3/31/2024,33.23225,35.51991
1613,Israel,IDF,3/31/2024,33.27932,35.55189
1614,Terrorists,Hezbollah,3/31/2024,33.2264257,35.5500355
1615,Terrorists,Hezbollah,3/31/2024,33.2637798,35.6460541
1616,Terrorists,Hezbollah,3/31/2024,33.2774501,35.6874372
